数据日期,DB_TIME,DB_TPS,DB_QPS
2018/7/24,0.57,31.28,245.41
2018/7/25,2.01,50.04,440.02
2018/7/26,1.76,41.82,376.43
2018/7/27,1.89,44.41,397.23
2018/7/28,0.53,19.29,169.1
2018/7/29,0.52,17.26,151.26
2018/7/30,1.85,45.12,391.97
2018/7/31,2.05,47.99,426.63
2018/8/1,2.44,75.17,620.12
2018/8/2,1.81,47.33,407.83
2018/8/3,1.81,49.42,426.22
2018/8/4,0.63,21.9,189.72
2018/8/5,0.52,20.0,172.82
2018/8/6,2.22,61.0,540.56
2018/8/7,1.75,49.81,447.25
2018/8/8,1.63,46.36,410.58
2018/8/9,1.73,44.03,396.95
2018/8/10,2.19,62.72,543.98
2018/8/11,0.6,22.8,199.62
2018/8/12,0.52,20.22,175.53
2018/8/13,2.01,54.11,494.65
2018/8/14,2.06,51.84,469.25
2018/8/15,2.14,70.16,598.85
2018/8/16,1.81,48.99,436.0
2018/8/17,1.85,46.65,415.17
2018/8/18,0.57,21.84,192.37
2018/8/19,0.55,19.45,170.87
2018/8/20,2.15,68.28,586.56
2018/8/21,1.85,55.3,481.9
2018/8/22,1.86,46.93,416.47
2018/8/23,1.95,45.77,415.5
2018/8/24,2.35,67.12,581.03
2018/8/25,0.47,25.82,208.75
2018/8/26,0.55,18.25,162.87
2018/8/27,2.18,51.12,466.86
2018/8/28,2.32,76.74,647.05
2018/8/29,1.76,42.41,382.14
2018/8/30,1.62,40.61,376.95
2018/8/31,1.87,48.64,432.68
2018/9/1,0.77,32.49,277.07
2018/9/2,0.72,26.96,229.72
2018/9/3,2.91,97.64,782.41
2018/9/4,1.97,58.31,516.88
2018/9/5,2.1,63.75,546.62
2018/9/6,1.93,62.6,547.18
2018/9/7,1.8,47.79,434.8
2018/9/8,0.59,21.32,191.13
2018/9/9,0.53,20.01,180.37
2018/9/10,2.04,66.26,563.2
2018/9/11,1.74,53.57,479.24
2018/9/12,2.13,83.53,635.52
2018/9/13,1.67,48.18,441.7
2018/9/14,2.31,60.37,531.35
2018/9/15,0.54,27.75,225.23
2018/9/16,0.49,16.96,153.98
2018/9/17,1.94,48.46,455.53
2018/9/18,1.61,50.72,443.32
2018/9/19,1.42,55.28,480.06
2018/9/20,1.59,54.31,484.63
2018/9/21,1.46,45.54,412.27
2018/9/22,0.37,17.67,164.3
2018/9/23,0.33,14.69,137.1
2018/9/24,0.33,13.96,131.08
2018/9/25,0.7,34.25,260.87
2018/9/26,1.61,57.15,528.62
2018/9/27,2.12,61.83,560.54
2018/9/28,2.02,94.01,631.52
2018/9/29,1.29,44.51,399.82
2018/9/30,0.69,31.98,288.2
2018/10/1,0.31,13.72,126.13
2018/10/2,0.29,11.81,108.05
2018/10/3,0.28,11.64,107.46
2018/10/4,0.34,12.7,115.28
2018/10/5,0.34,13.67,125.55
2018/10/6,0.36,15.29,140.33
2018/10/7,0.49,20.73,187.03
2018/10/8,0.68,35.87,274.99
2018/10/9,1.81,82.34,733.63
2018/10/10,2.17,82.23,726.61
2018/10/11,1.39,61.9,560.55
2018/10/12,1.57,54.84,512.05
2018/10/13,0.44,23.31,213.79
2018/10/14,0.43,20.1,187.43
2018/10/15,1.88,71.85,664.67
2018/10/16,1.49,57.42,526.89
2018/10/17,1.51,63.55,578.26
2018/10/18,1.59,53.54,498.12
2018/10/19,1.65,67.93,597.61
2018/10/20,0.46,22.37,206.99
2018/10/21,0.39,19.74,182.4
2018/10/22,1.85,59.93,573.75
2018/10/23,1.93,106.7,712.45
2018/10/24,1.64,70.6,611.55
2018/10/25,1.81,66.4,602.94
2018/10/26,1.67,51.23,471.13
2018/10/27,0.44,21.34,196.44
2018/10/28,0.4,18.97,175.51
2018/10/29,1.65,53.83,512.44
2018/10/30,1.69,56.09,511.66
2018/10/31,1.5,54.78,519.6
2018/11/1,1.9,74.69,674.19
2018/11/2,1.9,58.75,527.28
2018/11/3,0.45,25.0,226.81
2018/11/4,0.52,24.37,219.54
2018/11/5,1.92,69.78,636.46
2018/11/6,1.44,57.07,520.09
2018/11/7,1.56,55.97,519.18
2018/11/8,1.37,47.14,447.84
2018/11/9,1.47,54.89,502.48
2018/11/10,0.47,24.13,219.98
2018/11/11,0.54,19.93,182.84
2018/11/12,0.56,31.9,252.38
2018/11/13,1.53,56.61,527.3
2018/11/14,1.48,53.82,494.67
2018/11/15,1.55,58.72,536.0
2018/11/16,1.48,50.82,468.02
2018/11/17,0.46,23.6,215.65
2018/11/18,0.44,20.81,190.58
2018/11/19,1.65,58.17,531.21
2018/11/20,1.69,67.36,614.74
2018/11/21,1.57,57.5,525.76
2018/11/22,1.29,48.89,458.1
2018/11/23,0.54,30.34,231.71
2018/11/24,0.47,22.43,206.2
2018/11/25,0.56,20.68,191.24
2018/11/26,1.7,63.83,569.46
2018/11/27,1.67,57.39,534.75
2018/11/28,1.65,53.38,491.5
2018/11/29,1.54,55.6,524.49
2018/11/30,1.6,56.41,531.99
2018/12/1,0.67,31.71,284.52
2018/12/2,0.55,27.14,247.52
2018/12/3,2.05,74.72,655.01
2018/12/4,1.78,63.77,585.58
2018/12/5,0.8,37.3,262.19
2018/12/6,1.48,59.0,543.12
2018/12/7,1.51,50.19,466.02
2018/12/8,0.46,23.57,216.27
2018/12/9,0.62,30.18,220.95
2018/12/10,2.29,63.54,582.55
2018/12/11,1.41,53.53,495.94
2018/12/12,1.42,56.2,518.64
2018/12/13,1.52,54.41,517.63
2018/12/14,1.67,69.38,624.54
2018/12/15,0.55,27.17,247.96
2018/12/16,0.49,23.91,218.9
2018/12/17,2.0,68.2,604.87
2018/12/18,1.93,64.44,585.91
2018/12/19,1.61,62.44,571.41
2018/12/20,2.01,66.25,596.41
2018/12/21,1.71,55.97,511.17
2018/12/22,0.52,24.31,220.18
2018/12/23,0.5,23.0,209.95
2018/12/24,1.84,58.71,525.66
2018/12/25,2.21,71.11,643.39
2018/12/26,1.89,66.33,604.78
2018/12/27,1.99,61.91,554.11
2018/12/28,2.11,71.66,655.67
2018/12/29,1.4,60.7,524.78
2018/12/30,0.63,27.76,249.62
2018/12/31,0.73,26.12,236.34
2019/1/1,0.64,26.45,235.91
2019/1/2,3.82,96.43,816.14
2019/1/3,2.3,81.41,732.91
2019/1/4,1.86,64.97,578.04
2019/1/5,0.65,32.23,236.16
2019/1/6,0.64,27.92,248.98
2019/1/7,0.76,37.66,274.03
2019/1/8,2.12,65.76,593.88
2019/1/9,1.98,68.55,614.72
2019/1/10,2.15,70.66,623.96
2019/1/11,1.81,56.47,511.13
2019/1/12,0.59,26.73,241.36
2019/1/13,0.57,23.55,214.7
2019/1/14,2.21,62.01,544.63
2019/1/15,2.07,71.48,639.46
2019/1/16,2.13,69.86,625.27
2019/1/17,1.95,60.4,546.07
2019/1/18,2.13,62.94,582.88
2019/1/19,1.0,26.29,239.92
2019/1/20,0.6,24.97,230.79
2019/1/21,2.49,77.01,693.63
2019/1/22,2.32,65.69,598.57
2019/1/23,2.41,73.83,641.07
2019/1/24,2.13,62.57,574.84
2019/1/25,2.31,72.14,648.2
2019/1/26,0.64,29.18,263.84
2019/1/27,0.71,26.34,242.97
2019/1/28,2.72,72.22,646.26
2019/1/29,2.4,70.38,635.77
2019/1/30,2.83,74.74,676.67
2019/1/31,2.53,79.59,711.94
2019/2/1,3.18,123.07,1028.44
2019/2/2,1.25,54.95,491.37
2019/2/3,1.75,40.67,369.07
2019/2/4,0.51,17.43,161.1
2019/2/5,0.36,12.35,111.84
2019/2/6,0.38,12.72,116.28
2019/2/7,0.41,13.77,126.07
2019/2/8,0.49,16.74,152.98
2019/2/9,1.12,18.41,166.72
2019/2/10,0.76,25.79,231.67
2019/2/11,4.77,113.26,982.29
2019/2/12,0.74,37.58,279.12
2019/2/13,3.45,97.96,846.48
2019/2/14,2.97,83.78,755.71
2019/2/15,2.92,86.8,775.24
2019/2/16,0.65,35.75,316.41
2019/2/17,0.62,31.25,278.51
2019/2/18,3.37,93.25,829.14
2019/2/19,2.62,81.39,744.95
2019/2/20,2.48,101.34,874.81
2019/2/21,0.73,37.53,274.55
2019/2/22,2.36,70.85,636.45
2019/2/23,0.79,32.89,295.97
2019/2/24,0.82,29.67,270.77
2019/2/25,3.54,90.08,800.95
2019/2/26,2.72,88.54,794.75
2019/2/27,2.86,94.31,822.06
2019/2/28,2.62,79.66,701.98
2019/3/1,3.12,100.52,870.68
2019/3/2,0.88,38.12,339.57
2019/3/3,0.81,33.36,299.64
2019/3/4,3.26,89.46,789.02
2019/3/5,3.14,95.84,860.59
2019/3/6,2.56,95.24,834.69
2019/3/7,2.85,79.36,702.62
2019/3/8,2.31,73.22,663.96
2019/3/9,0.76,31.34,286.13
2019/3/10,0.83,32.64,297.41
2019/3/11,3.04,81.35,719.21
2019/3/12,2.83,84.85,757.57
2019/3/13,0.72,36.08,256.52
2019/3/14,2.31,69.21,623.19
2019/3/15,2.53,73.78,664.76
2019/3/16,0.71,30.66,277.94
2019/3/17,0.71,28.92,262.72
2019/3/18,3.44,87.61,781.59
2019/3/19,2.74,82.2,742.25
2019/3/20,2.72,83.18,731.26
2019/3/21,2.8,71.31,651.41
2019/3/22,2.44,67.79,597.2
2019/3/23,0.61,29.33,209.74
2019/3/24,0.73,30.19,274.49
2019/3/25,3.17,77.57,690.5
2019/3/26,2.59,71.85,662.42
2019/3/27,0.72,35.91,255.5
2019/3/28,2.62,69.1,644.08
2019/3/29,2.74,71.96,667.16
2019/3/30,0.98,37.46,345.58
2019/3/31,1.0,34.44,322.64
2019/4/1,4.21,98.58,874.0
2019/4/2,3.25,89.62,803.53
2019/4/3,2.91,89.64,792.25
2019/4/4,2.6,76.72,702.62
2019/4/5,0.57,24.29,225.82
2019/4/6,0.83,20.68,195.92
2019/4/7,0.85,25.89,243.95
2019/4/8,3.63,88.21,799.01
2019/4/9,2.89,79.02,730.51
2019/4/10,2.75,85.61,764.81
2019/4/11,2.4,70.63,656.05
2019/4/12,2.41,69.97,641.83
2019/4/13,0.7,27.72,261.34
2019/4/14,0.72,27.03,255.81
2019/4/15,3.64,89.4,808.49
2019/4/16,2.49,75.31,690.61
2019/4/17,2.51,81.84,720.32
2019/4/18,2.22,68.52,643.5
2019/4/19,2.21,66.36,622.54
2019/4/20,0.68,27.81,263.88
2019/4/21,0.7,25.95,246.71
2019/4/22,3.06,76.87,714.69
2019/4/23,2.59,71.17,653.05
2019/4/24,2.16,64.4,601.65
2019/4/25,2.68,66.14,623.55
2019/4/26,2.63,68.56,634.68
2019/4/27,0.78,27.81,266.25
2019/4/28,1.36,45.81,435.75
2019/4/29,3.63,80.37,747.09
2019/4/30,2.67,85.08,764.29
2019/5/1,0.64,26.57,248.05
2019/5/2,0.58,20.19,192.35
2019/5/3,0.59,21.35,203.18
2019/5/4,0.8,27.69,259.64
2019/5/5,2.74,66.34,619.57
2019/5/6,4.61,99.76,888.92
2019/5/7,3.05,87.41,795.24
2019/5/8,2.61,81.18,731.03
2019/5/9,2.38,64.6,583.1
2019/5/10,2.69,72.2,667.64
2019/5/11,0.86,29.74,287.94
2019/5/12,0.88,26.44,261.56
2019/5/13,3.02,77.77,727.14
2019/5/14,2.59,76.57,731.51
2019/5/15,3.01,89.98,840.47
2019/5/16,2.62,80.13,731.15
2019/5/17,2.68,71.64,681.94
2019/5/18,0.83,31.1,311.96
2019/5/19,0.65,32.39,247.07
2019/5/20,3.4,87.76,849.54
2019/5/21,2.51,77.58,727.03
2019/5/22,2.4,74.52,714.75
2019/5/23,2.39,63.43,633.23
2019/5/24,2.41,65.97,637.46
2019/5/25,0.81,29.7,303.52
2019/5/26,0.82,26.83,278.77
2019/5/27,3.26,75.17,729.18
2019/5/28,2.65,69.87,693.68
2019/5/29,2.39,69.68,671.52
2019/5/30,2.31,57.84,580.54
2019/5/31,2.46,69.01,686.76
2019/6/1,0.98,32.88,334.16
2019/6/2,0.9,29.43,300.99
2019/6/3,3.77,81.07,791.61
2019/6/4,3.15,75.75,753.41
2019/6/5,3.05,80.56,768.49
2019/6/6,2.49,69.08,685.68
2019/6/7,0.64,24.02,248.98
2019/6/8,0.85,22.67,236.67
2019/6/9,0.85,26.32,280.45
2019/6/10,3.62,84.37,817.74
2019/6/11,2.78,75.79,745.4
2019/6/12,2.68,75.54,728.14
2019/6/13,2.47,67.31,661.12
2019/6/14,2.58,69.38,685.83
2019/6/15,0.84,30.0,307.59
2019/6/16,0.81,26.27,274.5
2019/6/17,3.29,77.13,742.03
2019/6/18,2.52,68.95,685.0
2019/6/19,2.68,72.35,695.04
2019/6/20,2.51,70.05,684.33
2019/6/21,2.42,64.62,632.37
2019/6/22,0.81,27.51,281.02
2019/6/23,0.78,25.21,266.62
2019/6/24,2.96,69.86,696.76
2019/6/25,2.8,74.32,728.58
2019/6/26,2.69,76.04,743.91
2019/6/27,2.99,66.82,668.43
2019/6/28,4.16,76.34,780.47
2019/6/29,1.07,35.69,373.3
2019/6/30,1.25,33.4,360.71
2019/7/1,5.29,95.07,908.75
2019/7/2,3.03,79.6,784.44
2019/7/3,3.52,84.36,801.12
2019/7/4,2.97,69.44,693.14
2019/7/5,3.34,76.36,759.16
2019/7/6,0.84,29.8,304.53
2019/7/7,1.07,29.28,304.09
2019/7/8,4.01,80.96,802.98
2019/7/9,2.94,79.37,782.95
2019/7/10,2.88,83.6,799.8
2019/7/11,2.67,69.1,684.95
2019/7/12,2.67,68.21,627.03
2019/7/13,0.76,26.97,246.02
2019/7/14,0.87,26.88,244.76
2019/7/15,3.66,83.57,733.22
2019/7/16,2.94,78.4,704.77
2019/7/17,2.91,79.66,692.08
2019/7/18,2.54,67.27,622.97
2019/7/19,2.47,68.43,631.91
2019/7/20,0.77,28.56,257.12
2019/7/21,0.85,27.98,251.98
2019/7/22,3.16,74.71,685.81
2019/7/23,2.8,75.07,651.36
2019/7/24,2.73,74.72,672.89
2019/7/25,2.58,65.38,606.46
2019/7/26,2.86,65.92,604.58
2019/7/27,1.0,27.88,252.08
2019/7/28,1.05,27.31,245.15
2019/7/29,3.23,74.13,655.46
2019/7/30,2.73,72.1,639.75
2019/7/31,2.69,76.96,700.88
2019/8/1,3.56,90.59,810.81
2019/8/2,3.13,78.6,730.27
2019/8/3,0.95,30.82,278.48
2019/8/4,0.54,29.45,215.02
2019/8/5,4.06,82.34,745.87
2019/8/6,3.12,77.63,704.62
2019/8/7,2.87,77.45,679.04
2019/8/8,2.34,65.46,601.18
2019/8/9,2.74,70.94,631.68
2019/8/10,0.78,29.48,266.29
2019/8/11,0.86,25.92,233.24
2019/8/12,3.19,73.27,651.2
2019/8/13,3.16,79.09,723.85
2019/8/14,2.78,81.79,742.89
2019/8/15,2.93,83.17,770.62
2019/8/16,2.83,82.64,718.04
2019/8/17,0.79,31.27,283.28
2019/8/18,0.94,31.29,280.67
2019/8/19,4.18,91.7,819.19
2019/8/20,3.46,93.47,833.74
2019/8/21,3.08,86.39,779.0
2019/8/22,2.9,72.11,668.34
2019/8/23,3.03,77.42,716.19
2019/8/24,0.89,32.42,290.49
2019/8/25,0.92,30.01,269.66
2019/8/26,4.25,81.77,723.41
2019/8/27,3.44,82.48,748.41
2019/8/28,3.35,83.95,730.54
2019/8/29,2.2,69.66,645.79
2019/8/30,2.09,69.5,644.37
2019/8/31,0.85,33.9,305.38
2019/9/1,0.79,33.41,300.91
2019/9/2,2.61,87.69,804.29
2019/9/3,2.52,91.89,839.6
2019/9/4,2.27,85.6,777.68
2019/9/5,2.48,83.09,769.56
2019/9/6,2.22,79.22,695.38
2019/9/7,0.88,32.26,292.95
2019/9/8,0.77,29.43,270.31
2019/9/9,2.33,84.24,743.37
2019/9/10,2.5,95.09,828.31
2019/9/11,2.14,88.88,788.74
2019/9/12,2.08,82.8,765.41
2019/9/13,0.63,28.05,256.45
2019/9/14,0.65,27.16,247.64
2019/9/15,0.69,31.06,283.58
2019/9/16,2.91,101.76,911.98
2019/9/17,2.81,95.73,882.33
2019/9/18,2.49,91.28,808.64
2019/9/19,0.83,38.39,282.43
2019/9/20,2.21,85.63,788.99
2019/9/21,1.0,36.39,329.03
2019/9/22,0.73,31.72,288.51
2019/9/23,2.67,89.73,812.49
2019/9/24,0.78,38.53,281.13
2019/9/25,2.22,82.68,774.96
2019/9/26,2.17,73.19,679.16
2019/9/27,2.26,79.93,725.53
2019/9/28,0.84,37.48,340.64
2019/9/29,1.9,59.96,546.1
2019/9/30,2.64,98.65,897.89
2019/10/1,0.67,28.96,260.96
2019/10/2,0.59,26.69,195.32
2019/10/3,0.59,24.57,223.59
2019/10/4,0.68,25.43,230.87
2019/10/5,0.77,25.47,231.92
2019/10/6,0.63,26.8,243.13
2019/10/7,0.79,34.24,311.49
2019/10/8,4.29,125.69,1136.5
2019/10/9,3.53,136.9,1210.96
2019/10/10,0.82,39.89,296.02
2019/10/11,2.27,88.45,824.21
2019/10/12,1.67,55.41,497.45
2019/10/13,0.82,32.78,297.28
2019/10/14,2.43,96.11,857.21
2019/10/15,2.39,98.9,897.97
2019/10/16,2.22,95.45,846.57
2019/10/17,2.06,80.9,734.64
2019/10/18,1.98,79.4,742.4
2019/10/19,0.77,33.29,301.48
2019/10/20,0.98,32.55,294.41
2019/10/21,2.08,91.91,824.11
2019/10/22,2.13,82.44,742.24
2019/10/23,2.12,82.45,743.97
2019/10/24,1.9,75.62,698.73
2019/10/25,2.19,72.85,689.19
2019/10/26,0.89,31.44,294.63
2019/10/27,0.7,30.81,229.45
2019/10/28,2.06,78.68,749.09
2019/10/29,2.11,72.24,692.75
2019/10/30,1.81,70.65,676.96
2019/10/31,1.81,74.27,696.35
2019/11/1,2.15,79.49,750.94
2019/11/2,0.86,30.97,291.34
2019/11/3,0.68,27.99,263.17
2019/11/4,2.23,86.02,776.67
2019/11/5,1.93,79.39,757.84
2019/11/6,1.98,76.26,741.2
2019/11/7,2.18,75.33,678.18
2019/11/8,1.89,75.96,675.33
2019/11/9,0.68,28.58,274.13
2019/11/10,0.74,26.32,253.47
2019/11/11,1.85,73.99,693.83
2019/11/12,1.98,73.33,717.71
2019/11/13,1.76,69.6,668.65
2019/11/14,1.75,65.12,637.59
2019/11/15,1.98,74.08,713.65
2019/11/16,0.78,28.03,264.18
2019/11/17,0.61,25.81,244.0
2019/11/18,2.01,82.0,724.56
2019/11/19,1.75,72.74,698.16
2019/11/20,0.73,40.53,301.03
2019/11/21,2.04,68.89,663.46
2019/11/22,2.09,65.15,610.33
2019/11/23,0.72,27.07,257.84
2019/11/24,0.65,25.01,238.34
2019/11/25,2.17,77.2,713.3
2019/11/26,2.07,73.45,711.61
2019/11/27,2.25,68.64,637.78
2019/11/28,2.14,67.93,654.5
2019/11/29,2.04,68.21,653.75
2019/11/30,0.87,31.87,301.24
2019/12/1,0.68,30.16,285.75
2019/12/2,0.89,38.52,288.15
2019/12/3,2.13,80.09,768.94
2019/12/4,1.87,76.71,710.87
2019/12/5,1.86,72.26,677.44
2019/12/6,2.25,75.06,664.98
2019/12/7,0.79,26.9,257.76
2019/12/8,0.66,25.73,247.01
2019/12/9,1.83,75.65,705.87
2019/12/10,2.04,85.79,780.38
2019/12/11,2.11,75.75,718.98
2019/12/12,0.89,36.27,270.1
2019/12/13,1.83,70.01,676.83
2019/12/14,0.67,30.91,294.44
2019/12/15,0.69,29.48,282.49
2019/12/16,2.27,95.28,873.23
2019/12/17,2.17,91.48,848.02
2019/12/18,2.3,86.22,800.24
2019/12/19,2.38,75.86,721.32
2019/12/20,2.2,83.89,806.72
2019/12/21,0.7,32.49,310.87
2019/12/22,0.91,27.19,260.81
2019/12/23,2.19,88.77,844.71
2019/12/24,2.15,86.5,806.08
2019/12/25,2.38,78.92,757.59
2019/12/26,2.01,72.8,707.38
2019/12/27,2.2,76.56,739.44
2019/12/28,0.76,32.79,246.82
2019/12/29,0.84,28.55,273.64
2019/12/30,3.04,88.38,889.53
2019/12/31,3.3,91.57,874.35
2020/1/1,0.99,47.55,440.96
2020/1/2,3.17,101.1,941.93
2020/1/3,2.5,91.38,874.75
2020/1/4,1.03,37.92,357.86
2020/1/5,0.9,34.74,328.8
2020/1/6,2.83,102.5,950.0
2020/1/7,2.35,95.21,881.94
2020/1/8,2.52,85.03,792.6
2020/1/9,2.33,83.6,804.56
2020/1/10,0.92,40.86,308.27
2020/1/11,0.8,33.59,320.42
2020/1/12,0.72,28.58,273.04
2020/1/13,3.28,93.71,871.24
2020/1/14,2.59,88.64,841.62
2020/1/15,3.01,96.63,904.24
2020/1/16,2.83,88.19,850.97
2020/1/17,1.03,49.85,387.25
2020/1/18,1.02,38.38,361.54
2020/1/19,1.63,56.13,536.68
2020/1/20,3.27,112.38,1082.26
2020/1/21,3.06,106.0,1009.6
2020/1/22,2.68,102.75,972.16
2020/1/23,2.36,96.14,908.29
2020/1/24,0.64,24.88,239.98
2020/1/25,0.44,14.6,143.83
2020/1/26,0.54,18.28,124.33
2020/1/27,0.55,17.99,175.7
2020/1/28,0.56,19.17,185.92
2020/1/29,0.56,20.41,196.76
2020/1/30,0.66,23.96,230.92
2020/1/31,0.73,32.05,301.32
2020/2/1,0.55,19.7,136.54
2020/2/2,0.88,33.29,320.41
2020/2/3,2.86,108.94,1003.37
2020/2/4,2.64,104.71,952.43
2020/2/5,1.99,75.47,725.24
2020/2/6,1.8,63.48,624.83
2020/2/7,1.91,65.03,632.05
2020/2/8,0.71,28.52,274.31
2020/2/9,0.68,26.71,256.56
2020/2/10,2.42,82.5,748.78
2020/2/11,1.97,71.65,694.23
2020/2/12,2.16,75.58,692.4
2020/2/13,1.93,70.38,683.65
2020/2/14,2.44,78.09,750.48
2020/2/15,0.84,33.73,323.18
2020/2/16,0.74,27.54,260.74
2020/2/17,2.64,81.18,775.85
2020/2/18,2.29,82.44,811.24
2020/2/19,2.41,83.11,785.82
2020/2/20,2.9,79.07,761.48
2020/2/21,2.23,76.98,740.9
2020/2/22,0.91,33.22,318.79
2020/2/23,0.76,28.01,270.07
2020/2/24,2.71,96.76,932.92
2020/2/25,2.86,101.05,977.17
2020/2/26,2.78,97.0,939.66
2020/2/27,2.61,89.42,830.04
2020/2/28,3.02,90.88,876.11
2020/2/29,0.94,36.02,343.85
2020/3/1,0.59,23.9,172.86
2020/3/2,3.14,96.09,924.49
2020/3/3,3.03,104.0,951.89
2020/3/4,2.61,84.75,813.74
2020/3/5,2.46,84.74,808.31
2020/3/6,2.5,82.97,794.23
2020/3/7,0.96,35.18,332.74
2020/3/8,0.87,30.82,292.68
